razon_social,anio,Eliminación,Recepción y Almacenamiento,Valorización,total,pct_valorizacion,n_declaraciones,rubro
MEDICAL INTERNATIONAL LABORATORIES CORPORATION SA,2023,17.5,0.0,0.0,17.5,0.0,1,Otras industrias manufactureras
MELON ARIDOS LIMITADA,2023,0.0,0.0,23.91,23.91,100.0,1,Minería
MELON HORMIGONES S.A.,2023,19781.300000000003,0.0,0.0,19781.300000000003,0.0,2,Otras industrias manufactureras
MELON S.A.,2023,1.57,0.0,0.0,1.57,0.0,1,"Producción de cemento, cal y yeso"
MERCADOLIBRE CHILE LIMITADA,2023,0.4,0.0,0.0,0.4,0.0,1,Otras actividades
METALURGICA SILCOSIL SPA,2023,182.19,0.0,0.0,182.19,0.0,2,Otras industrias manufactureras
METROGAS S A,2023,0.0,3.36,67.54,70.9,95.26093088857546,9,Otras actividades
MIMET S. A.,2023,0.0,0.0,182.92,182.92,100.0,1,Otras industrias manufactureras
MINERA ESCONDIDA LIMITADA,2023,0.0,2111.86,13718.04,15829.900000000001,86.65904396111156,2,Minería
MINERA LO VALDES LIMITADA,2023,0.0,0.0,2.78,2.78,100.0,1,Minería
MINERA MELON S.A.,2023,0.21,0.0,0.0,0.21,0.0,1,Minería
MINERA SPENCE S.A.,2023,0.0,0.0,689.31,689.31,100.0,3,Minería
MOLINERA FERRER HNOS S A,2023,0.0,0.0,0.59,0.59,100.0,1,Otras industrias manufactureras
MOLYMETNOS S.A.,2023,6334.44031,0.0,0.0,6334.44031,0.0,2,Minería
MONSANTO CHILE  S.A.,2023,22.47,0.0,0.0,22.47,0.0,2,Producción agropecuaria
MVC SOLAR 48 SPA,2023,0.74,0.0,0.0,0.74,0.0,1,Otras centrales de generación eléctrica
NATURA COSMETICOS S.A,2023,68.11,0.0,0.0,68.11,0.0,3,Comercio minorista
NESTLE CHILE SA,2023,718.86,0.0,1.224,720.0840000000001,0.16998016898028562,9,Otras industrias manufactureras
NEXANS CHILE S.A,2023,0.0,0.0,3.7,3.7,100.0,1,Otras industrias manufactureras
NOLBERTO ORLANDO SUAREZ,2023,0.0,16.54,2644.059,2660.599,99.37833548009301,2,Gestores de residuos
NOVOFARMA SERVICE S A,2023,0.0,0.0,50.753,50.753,100.0,2,Otras actividades
NUEVA ESPERANZA SOLAR SPA,2023,5.41,0.0,0.0,5.41,0.0,2,Otras centrales de generación eléctrica
NUNOA CAPITAL SPA,2023,3020.64,0.0,0.0,3020.64,0.0,3,Otras actividades
OBRAS CIVILES FARIAS E HIJOS SPA,2023,0.94,0.0,0.0,0.94,0.0,2,Construcción
OBRASCON HUARTE LAIN S A AGENCIA EN CHILE,2023,5956.0,0.0,0.0,5956.0,0.0,2,Construcción
ODIS SPA,2023,0.0,10.058,0.0,10.058,0.0,1,Otras industrias manufactureras
OXIQUIM S A,2023,22.62,0.0,56.55,79.17,71.42857142857142,3,"Industria química, de plástico y caucho"
PACANA DEL VERANO SPA,2023,16.87,0.0,0.0,16.87,0.0,2,Otras centrales de generación eléctrica
PALPANA DE VERANO SPA,2023,5.78,0.0,0.0,5.78,0.0,1,Otras centrales de generación eléctrica
PAPELES CORDILLERA SPA,2023,0.0,1207.8700000000001,0.0,1207.8700000000001,0.0,2,Industria del papel y celulosa
PARQUE TALINAY ORIENTE S.A.,2023,0.0,0.0,128.41,128.41,100.0,3,Otras centrales de generación eléctrica
PARUMA DEL VERANO SPA,2023,5.17,0.0,0.0,5.17,0.0,1,Otras centrales de generación eléctrica
PATAGUA SPA,2023,35.57,0.0,0.0,35.57,0.0,1,Otras centrales de generación eléctrica
PATAGUAL HOME SPA,2023,0.0,25.729999999999997,0.0,25.729999999999997,0.0,2,Industria de la madera y silvicultura
PAVIMENTOS QUILIN LIMITADA,2023,0.0,0.0,4.8,4.8,100.0,1,Construcción
PERI CHILE ENCOFRADOS Y ANDAMIOS LIMITADA,2023,95.59,0.0,0.0,95.59,0.0,3,Construcción
PETEROA ENERGY SPA,2023,108.98,12.44,0.0,121.42,0.0,7,Otras centrales de generación eléctrica
PLASVI SPA,2023,28.92,0.0,7.800000000000001,36.72,21.24183006535948,3,Otras industrias manufactureras
PLAZA COSTANERA SPA.,2023,364.53,0.0,0.0,364.53,0.0,1,Construcción
PLAZA EGANA SPA,2023,2692.0,0.0,0.0,2692.0,0.0,2,Construcción
POMERAPE SPA,2023,17.17,10.9,0.0,28.07,0.0,6,Otras centrales de generación eléctrica
PREFABRICADOS DE HORMIGON GRAU S A,2023,7459.22,0.0,0.0,7459.22,0.0,4,Otras industrias manufactureras
PREMIUM HOME SPA,2023,1017.71,0.0,0.0,1017.71,0.0,2,Construcción
PROCESADORA Y COMERCIAL DE MINERALES Y GRANOS INDUSTRIALES MIGRIN SA,2023,0.0,0.0,6.21,6.21,100.0,2,Minería
PROCTER & GAMBLE CHILE LIMITADA,2023,0.0,12.82,68.91799999999999,81.738,84.3157405368372,6,Otras industrias manufactureras
PROMET SERVICIOS SPA,2023,332.07500000000005,0.0,0.0,332.07500000000005,0.0,3,Construcción
PROYECTOS INGENIERÍA MECÁNICA Y TELECOMUNICACIONES SPA,2023,0.0,0.0,12.591,12.591,100.0,3,Construcción
PULLMAN CARGO S A,2023,0.0,0.0,2.17,2.17,100.0,1,Otras actividades
PUNTIAGUDO ENERGY SPA,2023,2.79,0.0,0.0,2.79,0.0,1,Otras centrales de generación eléctrica
QUIMETAL INDUSTRIAL S A,2023,0.0,31.515,3.67,35.185,10.430581213585334,3,"Industria química, de plástico y caucho"
QUIMICA HEWSTONE S A,2023,13.29,0.0,0.0,13.29,0.0,1,"Industria química, de plástico y caucho"
RE-CICLAR S.A,2023,932.0,34.2,7.0,973.2,0.7192766132346896,11,Gestores de residuos
READY MIX HORMIGONES LIMITADA,2023,14482.0,0.0,0.0,14482.0,0.0,5,Otras industrias manufactureras
RECYCLING S.A.,2023,54.4,0.0,0.0,54.4,0.0,2,Gestores de residuos
RED DE TRANSPORTES COMERCIALES LIMITADA,2023,0.12,0.0,0.0,0.12,0.0,1,Comercio mayorista
REFINERIA DE GRASAS Y ACEITES COMESTIBLES VIACAVA SPA.,2023,0.0,3.93,4.018,7.948,50.55359838953195,2,Otras industrias manufactureras
RENTAS E INVERSIONES BRASILIA S.A.,2023,435.0,0.0,0.0,435.0,0.0,1,Otras actividades
RERCHAR CHILE SPA,2023,0.0,0.0,352.21,352.21,100.0,1,Gestores de residuos
RUTA DEL MAIPO SOCIEDAD CONCESIONARIA S.A.,2023,2735.15,401.28700000000003,45.07,3181.507,1.4166242601383559,8,Construcción
SACYR CHILE S A,2023,21542.356,15.48,179.77,21737.606,0.8269999925474775,24,Construcción
SACYR OPERACION Y SERVICIOS S.A.,2023,159.0,3443.2000000000003,0.0,3602.2000000000003,0.0,3,Construcción
SAMSUNG ELECTRONICS CHILE LIMITADA,2023,18.560000000000002,0.0,0.0,18.560000000000002,0.0,2,Otras actividades
SAN ANTONIO SPA,2023,7.8,0.0,0.0,7.8,0.0,1,Otras centrales de generación eléctrica
SAN RAMON SOLAR SPA,2023,0.0,1.893,0.0,1.893,0.0,3,Otras centrales de generación eléctrica
SANDVIK CHILE S.A.,2023,16.78,0.0,0.0,16.78,0.0,1,Minería
SANTA HERMINIA SPA,2023,85.5,0.0,0.0,85.5,0.0,1,Otras actividades
SANTA TERESA S. A.,2023,0.0,0.0,0.37,0.37,100.0,1,Otras industrias manufactureras
SANTIAGO SUR 1 SPA.,2023,1013.73,0.0,0.0,1013.73,0.0,2,Otras actividades
SCANIA CHILE S.A.,2023,3.17,0.0,0.0,3.17,0.0,1,Ventas y mantención de vehículos automotores
SEALED AIR CHILE SPA,2023,43.5,0.0,0.0,43.5,0.0,1,Otras industrias manufactureras
SERVICIO DE SALUD CHILOE,2023,71.11,0.0,0.0,71.11,0.0,1,Construcción
SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS,2023,1384.6,0.0,0.0,1384.6,0.0,1,Otras actividades
SERVICIOS AMAZON DATA SERVICES CHILE SPA,2023,200.0,0.0,0.0,200.0,0.0,1,Otras actividades
SERVICIOS DE REHABILITACION INDUSTRIAL CIPP CHILE S.A,2023,17.85,0.0,0.0,17.85,0.0,1,Otras industrias manufactureras
SGS MINERALS S.A.,2023,40.0,0.0,0.0,40.0,0.0,1,Minería
SICE AGENCIA CHILE S.A.,2023,5.06,0.0,0.0,5.06,0.0,6,Otras actividades
SIENA CONSTRUCTORA  S.A.,2023,7224.489,0.0,1.01,7225.499,0.013978273334478352,5,Construcción
SIKA S A CHILE,2023,2281.031,0.0,0.0,2281.031,0.0,7,"Industria química, de plástico y caucho"
SIMONETTI INMOBILIARIA S.A.,2023,2754.675,0.0,0.0,2754.675,0.0,2,Construcción
SINDELEN S A,2023,0.0,0.0,92.32000000000001,92.32000000000001,100.0,2,Otras industrias manufactureras
SINERGIA INMOBILIARIA S.A.,2023,7214.6295,0.0,0.0,7214.6295,0.0,11,Construcción
SISTEMA DE TRANSMISION DEL SUR S.A.,2023,0.0,0.0,489.42699999999996,489.42699999999996,100.0,6,Otras actividades
SKC S.A,2023,0.0,0.0,41.129999999999995,41.129999999999995,100.0,2,Ventas y mantención de vehículos automotores
SMURFIT KAPPA DE CHILE S.A.,2023,0.0,0.0,23.59,23.59,100.0,1,Industria del papel y celulosa
SOC COMERCIAL DEGRAF SPA,2023,0.0,52.4345,12.667,65.1015,19.45730897137547,3,Otras actividades
SOC COMERCIALIZADORA METROPOLITANA S A,2023,3660.57,14.01,0.0,3674.5800000000004,0.0,2,Construcción
SOC CONCESIONARIA AUTOPISTA CENTRAL S A,2023,7026.12,2108.4,0.0,9134.52,0.0,4,Otras actividades
SOC CONCESIONARIA AUTOPISTA DE LOS ANDES S A,2023,0.0,3705.078,0.0,3705.078,0.0,1,Otras actividades
SOC CONCESIONARIA AUTOPISTA LOS LIBERTADORES S A,2023,0.0,10819.03,0.0,10819.03,0.0,1,Otras actividades
SOC CONCESIONARIA AUTOPISTA NORORIENTE S A,2023,0.0,0.0,1316.4,1316.4,100.0,1,Otras actividades
SOC CONCESIONARIA CENTRO DE JUSTICIA DE SANTIAGO S A,2023,33.95,0.0,0.0,33.95,0.0,1,Construcción
SOC CONCESIONARIA LITORAL CENTRAL S A,2023,0.0,93.6,6050.4,6144.0,98.4765625,3,Otras actividades
SOC CONCESIONARIA RUTAS DEL PACIFICO S A,2023,1521.02,8716.800000000001,0.0,10237.820000000002,0.0,4,Otras actividades
SOC DE CONSTRUCTORES TENSACON S A,2023,0.0,0.0,26.35,26.35,100.0,1,Construcción
SOC DE SERVICIOS TECNICOS GEOLOGI COS GEOTEC BOYLES BROS S A,2023,0.0,0.0,89.78899999999999,89.78899999999999,100.0,2,Minería
SOC INDUSTRIAL ROMERAL S A,2023,6986.400000000001,0.0,0.0,6986.400000000001,0.0,2,Otras industrias manufactureras
SOC MINERA ROSARIO LTDA,2023,0.0,0.0,17.3,17.3,100.0,1,Minería
SOC PETREOS S A,2023,37693.270000000004,0.0,1921.33,39614.600000000006,4.850055282648316,6,Otras industrias manufactureras
SOCIEDAD COMERCIAL Y MINERA EL RELOJ LIMITADA,2023,0.0,17.67,0.0,17.67,0.0,1,Minería
SOCIEDAD CONCESIONARIA AMB S.A.,2023,90.0,0.0,900.0,990.0,90.9090909090909,2,Otras actividades
SOCIEDAD CONCESIONARIA AMERICO VESPUCIO ORIENTE II S.A.,2023,17489.2,0.0,0.0,17489.2,0.0,8,Otras actividades
SOCIEDAD CONCESIONARIA AUTOPISTA NUEVA VESPUCIO SUR S.A.,2023,0.0,0.0,1016.4,1016.4,100.0,1,Otras actividades
SOCIEDAD CONCESIONARIA COSTANERA NORTE S A,2023,0.0,0.0,4983.6,4983.6,100.0,1,Otras actividades
SOCIEDAD CONCESIONARIA HOSPITAL BUIN PAINE S.A.,2023,691.933,107.049,11.65,810.632,1.4371502728735113,9,Construcción
"SOCIEDAD CONCESIONARIA INSTITUTO NACIONAL DEL CANCER, S.A.",2023,677.74,0.0,0.0,677.74,0.0,1,Construcción
SOCIEDAD CONCESIONARIA NUEVO PUDAHUEL S.A.,2023,1240.868,0.0,0.0,1240.868,0.0,2,Otras actividades
SOCIEDAD CONCESIONARIA RUTA DE LA FRUTA S.A.,2023,58.425,0.0,0.0,58.425,0.0,2,Construcción
SOCIEDAD CONCESIONARIA TUNEL EL MELON II S.A,2023,87.88,0.0,0.0,87.88,0.0,1,Construcción
SOCIEDAD CONSTRUCTORA CASA HOGAR LTDA,2023,750.0,0.0,0.0,750.0,0.0,1,Construcción
SOCIEDAD CONSTRUCTORA PYG LIMITADA,2023,134.85,0.0,0.0,134.85,0.0,1,Construcción
SOCIEDAD INDUSTRIAL PIZARRENO S.A.,2023,2549.7599999999998,0.0,0.0,2549.7599999999998,0.0,4,Otras industrias manufactureras
SOCIEDAD LEM LABORATORIOS & ASISTENCIA TECNICA LIMITADA,2023,193.35194,0.0,0.0,193.35194,0.0,4,Otras actividades
SOCIEDAD SODERIN SPA,2023,0.0,0.493,0.0,0.493,0.0,1,Otras industrias manufactureras
SOCOMPA DE VERANO SPA,2023,2.92,0.0,0.0,2.92,0.0,1,Otras centrales de generación eléctrica
SOCOVESA INMOBILIARIA Y CONSTRUCCIONES S.A,2023,2916.18,0.0,0.0,2916.18,0.0,4,Construcción
SOFTYS CHILE SPA,2023,890.77,229.52,0.0,1120.29,0.0,7,Industria del papel y celulosa
SOPROCAL CALERIAS E INDUSTRIAS S A,2023,0.0,0.0,7.45,7.45,100.0,1,"Producción de cemento, cal y yeso"
SOPROLE S.A.,2023,18.11,0.0,0.0,18.11,0.0,2,Otras industrias manufactureras
SSANGYONG MOTOR CHILE SPA,2023,158.34,0.0,0.0,158.34,0.0,2,Ventas y mantención de vehículos automotores
SUMMIT NANOTECH CHILE SPA,2023,7.65,0.0,0.0,7.65,0.0,1,Otras actividades
SYNTHEON CHILE LIMITADA,2023,102.71,0.0,0.0,102.71,0.0,1,"Industria química, de plástico y caucho"
SYNTHON CHILE LIMITADA,2023,0.0,1.205,0.0,1.205,0.0,2,Otras industrias manufactureras
TECNORED S A,2023,2.213,0.0,43.230000000000004,45.443000000000005,95.13016306141759,3,Otras actividades
TECNOVIAL S A,2023,0.0,0.0,500.894,500.894,100.0,1,Otras industrias manufactureras
TELEFONICA CHILE S.A.,2023,0.2,0.0,0.0,0.2,0.0,2,Otras actividades
TERQUIM S.A.,2023,0.0,0.0,20.23,20.23,100.0,1,Otras actividades
TERRACAM SPA,2023,827.6,0.0,0.21,827.8100000000001,0.025368140032132974,3,Construcción
TERRITORIA APOQUINDO S.A,2023,4208.618,0.0,0.0,4208.618,0.0,5,Otras actividades
TRANSELEC HOLDINGS RENTAS LIMITADA,2023,226.43599999999998,0.0,0.0,226.43599999999998,0.0,2,Otras actividades
TRANSELEC S A,2023,106.14,0.0,0.0,106.14,0.0,2,Otras actividades
TRANSPORTES ANDINA REFRESCOS LTDA,2023,4.37,0.0,0.0,4.37,0.0,2,Otras actividades
TRANSPORTES CCU LTDA,2023,0.2,0.0,0.0,0.2,0.0,1,Otras actividades
TRANSPORTES COMETA S A,2023,0.0,0.0,4.04,4.04,100.0,1,Otras actividades
TRANSPORTES SIMUNOVIC LTDA,2023,0.0,0.0,6.0,6.0,100.0,1,Otras actividades
TRANSPORTES Y EXCAVACIONES LTDA,2023,3572.0,0.0,0.0,3572.0,0.0,9,Construcción
UNILEVER CHILE LTDA,2023,1.45,0.0,0.0,1.45,0.0,1,Otras actividades
UNIVERSIDAD DE CHILE,2023,2180.56,0.0,15.74,2196.2999999999997,0.7166598369985886,14,Otras actividades
UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,2023,13.05,0.0,0.0,13.05,0.0,1,Otras actividades
V S L SISTEMAS ESPECIALES DE CONSTRUCCION S A,2023,20.63,0.0,0.0,20.63,0.0,1,Construcción
VENTALPLASTIC SPA,2023,0.0,53.8,0.0,53.8,0.0,1,Construcción
VICENTE VALDES SPA,2023,1210.89,0.0,5.518,1216.4080000000001,0.4536306897027971,5,Construcción
VICUÑA CAPITAL SPA,2023,1866.15,0.0,12.339,1878.489,0.6568577191561942,2,Otras actividades
VIDRIOS DELL ORTO S.A.,2023,0.0,0.0,1103.1309999999999,1103.1309999999999,100.0,3,Otras industrias manufactureras
VIGAFLOW S A,2023,0.0,0.0,1.46,1.46,100.0,1,Comercio minorista
VILLABLANCA INDUSTRIAL SOCIEDAD ANONIMA,2023,0.0,0.0,27.97,27.97,100.0,1,Otras industrias manufactureras
VINA CONCHA Y TORO S A,2023,1.2,0.0,0.0,1.2,0.0,1,Otras industrias manufactureras
VIVIENDAS ARAUCARIAS SPA,2023,3670.0,0.0,0.0,3670.0,0.0,1,Construcción
VIVIENDAS ECONOMICAS CINCO DE ABRIL S.A.,2023,392.3,0.0,0.0,392.3,0.0,3,Construcción
VIVIENDAS ECONOMICAS SAN LUIS S.A.,2023,210.0,0.0,0.0,210.0,0.0,3,Construcción
VIVO SPA,2023,4.19,0.0,0.0,4.19,0.0,2,Otras actividades
WATT'S  S.A.,2023,0.0,0.992,5.45,6.442,84.60105557280347,2,Otras industrias manufactureras
WATT'S S.A,2023,7.44,2.6670000000000003,97.392,107.499,90.59805207490302,7,Otras industrias manufactureras
WORLEY INGENIERIA Y CONSTRUCCION CHILE S.A.,2023,265.924,0.0,0.0,265.924,0.0,1,Otras actividades
WURTH CHILE LIMITADA,2023,700.44,0.0,0.0,700.44,0.0,1,Otras industrias manufactureras
ZUBLIN INTERNATIONAL GMBH CHILE SPA,2023,0.0,0.0,89.05,89.05,100.0,1,Minería
ABASTIBLE S.A.,2024,20.0,0.0,0.0,20.0,0.0,1,Otras actividades
ABENGOA CHILE S A,2024,12.0,21.599999999999998,0.0,33.599999999999994,0.0,10,Construcción
ACEROS AZA S.A.,2024,1268.93,0.0,578.92,1847.85,31.32938279622264,27,Otras industrias manufactureras
ACERTECH LIMITADA,2024,0.0,0.0,16.88,16.88,100.0,6,Otras industrias manufactureras
ACUEDUCTO SAN ISIDRO QUILAPILUN SPA,2024,170.46,0.0,0.0,170.46,0.0,13,"Captación, tratamiento y distribución de agua"
ADMINISTRADORA DEL PRADO Y LA FORESTA SPA,2024,680.4,0.0,0.0,680.4,0.0,24,Otras actividades
ADMINISTRADORA PLAZA VESPUCIO S A,2024,16067.95,0.0,47.94,16115.890000000001,0.29747038481895816,28,Otras actividades
ADQUIM SPA,2024,36.66,0.0,0.0,36.66,0.0,5,"Industria química, de plástico y caucho"
AEROSAN AIRPORT SERVICES S A,2024,0.0,0.0,31.997,31.997,100.0,1,Otras actividades
AES ANDES S A,2024,148.34199999999998,0.0,35.45,183.79199999999997,19.28810829633499,15,Otras actividades
AGRICOLA SAN JOSE DE PERALILLO S A,2024,0.0,7.13,0.0,7.13,0.0,9,Otras industrias manufactureras
AGRICOLA SANTA MARTA DE LIRAY S A,2024,2.56,0.0,0.0,2.56,0.0,1,Producción agropecuaria
AGRICOLA SUPER LIMITADA,2024,800.0,0.0,0.0,800.0,0.0,1,Producción agropecuaria
AGUAS ANDINAS S A,2024,767.104,0.0,0.0,767.104,0.0,4,Plantas de tratamiento de aguas servidas
AGUAS PACIFICO SPA,2024,107.92999999999999,0.0,0.0,107.92999999999999,0.0,12,"Captación, tratamiento y distribución de agua"
AGUASIN SPA,2024,0.0,0.0,4.45,4.45,100.0,1,"Industria química, de plástico y caucho"
AGUILAR Y COMPANIA LIMITADA,2024,24.36,0.0,5.027,29.387,17.106203423282405,5,Otras industrias manufactureras
AISLANTES VOLCAN S A,2024,39.12,0.0,0.0,39.12,0.0,2,Otras industrias manufactureras
AKI KB MINIBODEGAS SPA,2024,1821.0,0.0,0.0,1821.0,0.0,25,Otras actividades
ALBEMARLE LIMITADA,2024,0.0,0.0,145.82,145.82,100.0,3,Minería
ALD LOGISTICA LIMITADA,2024,0.0,8.68,0.0,8.68,0.0,12,Otras actividades
ALTO LAS PERDICES SPA,2024,3011.0,0.0,0.0,3011.0,0.0,17,Otras actividades
ALTO MAIPO SPA,2024,175.893,0.0,53.269999999999996,229.163,23.245462836496287,10,Otras centrales de generación eléctrica
ALUMA SYSTEMS SERVICIOS CHILE LIMITADA,2024,123.7,0.0,98.867,222.567,44.42123046093985,30,Otras actividades
ANDINA SOLAR 13 SPA,2024,0.16,0.0,0.0,0.16,0.0,1,Otras centrales de generación eléctrica
ANDINA SOLAR 2 SPA,2024,48.620000000000005,0.0,0.0,48.620000000000005,0.0,5,Otras centrales de generación eléctrica
ANGLO AMERICAN SUR S.A.,2024,59.8,1.6,69.37,130.77,53.04733501567638,8,Minería
ANTALIS CHILE SPA,2024,0.0,0.9,1.52,2.42,62.8099173553719,2,Otras actividades
ARAUCO MALLS CHILE S.A.,2024,21.87,0.0,0.0,21.87,0.0,1,Otras actividades
ARRENDAMIENTOS DEPARTAMENTAL 891 SPA,2024,84214.0,0.0,0.0,84214.0,0.0,10,Construcción
ARRENDAMIENTOS GWZ SPA,2024,766.0,0.2,2.05,768.25,0.2668402212821347,12,Otras actividades
ARRENDAMIENTOS INDEPENDENCIA 4.745 SPA,2024,790.0,0.38,2.894,793.274,0.3648172006141636,24,Construcción
ASESORIAS SUELOTEST LIMITADA,2024,26.97,0.0,0.0,26.97,0.0,3,Construcción
ATCO SABINCO S.A,2024,227.64999999999998,0.0,22.994,250.64399999999998,9.173967858795743,17,Construcción
AUSTRIANSOLAR CHILE SEIS SPA,2024,1.25,0.0,0.0,1.25,0.0,1,Otras centrales de generación eléctrica
AVSA ALTO NUNOA SPA,2024,704.7,0.0,0.0,704.7,0.0,6,Otras actividades
AVSA LOS ALERCES SPA,2024,640.32,0.0,0.0,640.32,0.0,7,Otras actividades
AVSA PDV SPA,2024,384.54,0.0,0.0,384.54,0.0,4,Otras actividades
BALL CHILE S.A.,2024,14.95,0.0,0.0,14.95,0.0,5,Otras industrias manufactureras
BANCO CENTRAL DE CHILE,2024,95.077,0.0,0.0,95.077,0.0,30,Otras actividades
BANCO DEL ESTADO DE CHILE,2024,20.2,0.0,0.0,20.2,0.0,4,Otras actividades
BASF CHILE S A,2024,5.77,0.0,0.0,5.77,0.0,3,"Industria química, de plástico y caucho"
BAUMAX SPA,2024,0.0,97.16,0.0,97.16,0.0,2,Construcción
BESALCO - ARRIGONI LIMITADA,2024,173.03,0.0,0.0,173.03,0.0,12,Construcción
BIO BIO CEMENTOS S.A.,2024,0.0,0.0,11.74,11.74,100.0,3,"Producción de cemento, cal y yeso"
BITUMIX AUSTRAL S.A.,2024,2.54,0.0,0.0,2.54,0.0,1,Otras industrias manufactureras
BLUE EXPRESS S.A.,2024,183.14,0.0,178.36,361.5,49.33886583679115,19,Otras actividades
BOETSCH S A,2024,6426.0,0.0,0.0,6426.0,0.0,41,Construcción
BOTTAI S A,2024,10.98,0.0,81.17,92.15,88.0846446011937,12,Otras industrias manufactureras
BOULEVARD MACUL SPA,2024,3779.31,1.592,68.22,3849.122,1.7723522403290934,28,Otras actividades
BOULEVARD MAESTRANZA S.A.,2024,53.94,0.0,0.0,53.94,0.0,1,Otras actividades
BOZIC INGENIERIA Y CONSTRUCCION LIMITADA,2024,36.0,0.0,0.0,36.0,0.0,1,Construcción
BRAVO ENERGY SPA,2024,0.0,0.0,12.0,12.0,100.0,2,Comercio mayorista
BRENNTAG CHILE COMERCIAL E INDUSTRIAL LIMITADA,2024,2.55,0.0,0.0,2.55,0.0,2,Otras actividades
BRICSA S A,2024,186.0,0.0,0.0,186.0,0.0,3,Construcción
BRITISH AMERICAN TOBACCO CHILE OPERACIONES S.A.,2024,0.0,0.0,1.18,1.18,100.0,1,Otras industrias manufactureras
BRUNO FRITSCH S.A.,2024,0.36,0.0,0.0,0.36,0.0,1,Ventas y mantención de vehículos automotores
CALBUCO DE VERANO SPA,2024,1.18,0.0,0.0,1.18,0.0,1,Otras centrales de generación eléctrica
CALLAQUI DE VERANO SPA,2024,2.22,0.0,0.0,2.22,0.0,2,Otras centrales de generación eléctrica
CAMILO FERRON CHILE S A,2024,19.35,0.0,0.0,19.35,0.0,5,Otras industrias manufactureras
CARLOS RODRIGO MOLL SILVA,2024,83.52,0.0,0.0,83.52,0.0,1,Construcción
CARRERA CAPITAL SPA,2024,164.43,0.0,0.0,164.43,0.0,2,Otras actividades
CASA DE MONEDA DE CHILE S.A.,2024,1.47,0.0,0.0,1.47,0.0,1,Otras actividades
CEMENTO POLPAICO S A,2024,1524.762,0.0,27.880000000000003,1552.642,1.7956489647967786,14,"Producción de cemento, cal y yeso"
CEMENTOS BICENTENARIO S.A,2024,26.89,0.0,0.0,26.89,0.0,1,"Producción de cemento, cal y yeso"
CENCOSUD RETAIL S.A.,2024,8.530000000000001,0.0,0.0,8.530000000000001,0.0,5,Comercio minorista
CERRILLOS II SPA,2024,27.84,0.0,0.0,27.84,0.0,1,Construcción
CERVECERA CCU CHILE LIMITADA,2024,253.81,0.0,0.0,253.81,0.0,11,Otras industrias manufactureras
CGE DISTRIBUCION S A,2024,132.16,3.37,0.35,135.88,0.25758021783926993,13,Otras actividades
CHILENA DE MOLDEADOS SPA,2024,10.24,0.0,0.0,10.24,0.0,2,Industria del papel y celulosa
CHILEXPRESS S A,2024,0.0,0.62,25.241,25.861,97.602567572793,3,Otras actividades
CHILEXPRESS S.A.,2024,0.0,0.0,0.032,0.032,100.0,1,Otras actividades
CIA INDUSTRIAL EL VOLCAN S A,2024,14282.937,0.0,0.0,14282.937,0.0,59,"Producción de cemento, cal y yeso"
CIA MINERA CERRO NEGRO S A,2024,0.0,0.0,260.27,260.27,100.0,6,Minería
CIA MINERA DEL PACIFICO S.A.,2024,152.2444,705.67,623.5699999999999,1481.4843999999998,42.0908920809426,43,Minería
CIA MINERA DONA INES DE COLLAHUASI SCM,2024,0.0,502.385,0.0,502.385,0.0,2,Minería
CICLOMETAL CHILE SPA,2024,0.0,71.95,310.599,382.549,81.19195188067411,17,Comercio mayorista
CIMOLAI S.P.A AGENCIA EN CHILE,2024,3.34,0.0,0.0,3.34,0.0,1,Construcción
CINTAC S.A.I.C.,2024,6.27,0.0,1270.97,1277.24,99.5090977420062,14,Otras industrias manufactureras
CIRION TECHNOLOGIES CHILE SA.,2024,579.32,0.0,37.854,617.1740000000001,6.133440488419796,22,Otras actividades
CLINICA BUPA SANTIAGO S.A.,2024,0.0,69.5,0.0,69.5,0.0,12,Otras actividades
CLINICA SANTA MARIA SPA,2024,0.0,23.41,0.0,23.41,0.0,3,Otras actividades
CLUB DEPORTIVO UNIVERSIDAD CATOLICA DE CHILE,2024,44.301,0.0,2.71,47.011,5.764608283167768,13,Otras actividades
CMPC PULP SPA,2024,0.0,0.0,28.24,28.24,100.0,1,Industria del papel y celulosa
CMPC TISSUE S A,2024,8.64,11.195,0.0,19.835,0.0,2,Industria del papel y celulosa
"COBRA MONTAJES, SERVICIOS Y AGUA LIMITADA",2024,30.0,0.0,0.0,30.0,0.0,1,Construcción
CODELPA CHILE S.A.,2024,0.0,0.493,0.0,0.493,0.0,1,"Industria química, de plástico y caucho"
COLADA CONTINUA CHILENA SA,2024,0.0,0.0,52.31,52.31,100.0,16,Otras industrias manufactureras
COLBUN S A,2024,0.0,2.78,85.529,88.309,96.85196299357936,8,Otras centrales de generación eléctrica
COMERCIAL & LOGISTICA GENERAL S A,2024,148.548,2.29,1.917,152.755,1.2549507381100455,12,Otras actividades
COMERCIAL FLOSAM SPA,2024,7.73,0.0,0.0,7.73,0.0,2,Construcción
COMERCIAL GRUPOREVEX SPA,2024,48.269999999999996,0.0,0.0,48.269999999999996,0.0,12,Otras industrias manufactureras
COMERCIAL K LIMITADA,2024,1496.188,0.0,0.0,1496.188,0.0,14,Construcción
